table_field,nonnull_count,schema,table,field
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.ProjectName,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,ProjectName
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.MonitoringStatus,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,MonitoringStatus
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.Geometry,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,Geometry
Tbl_TaosWLS.LocationId,0,dbo,Tbl_TaosWLS,LocationId
Tbl_TaosWLS.PointID,0,dbo,Tbl_TaosWLS,PointID
Tbl_TaosWLS.Easting,0,dbo,Tbl_TaosWLS,Easting
Tbl_TaosWLS.Northing,0,dbo,Tbl_TaosWLS,Northing
Tbl_TaosWLS.UTMDatum,0,dbo,Tbl_TaosWLS,UTMDatum
Tbl_TaosWLS.Altitude,0,dbo,Tbl_TaosWLS,Altitude
Tbl_TaosWLS.County,0,dbo,Tbl_TaosWLS,County
Tbl_TaosWLS.State,0,dbo,Tbl_TaosWLS,State
Tbl_TaosWLS.PublicRelease,0,dbo,Tbl_TaosWLS,PublicRelease
Tbl_TaosWLS.Expr1,0,dbo,Tbl_TaosWLS,Expr1
Tbl_TaosWLS.WellID,0,dbo,Tbl_TaosWLS,WellID
Tbl_TaosWLS.Expr2,0,dbo,Tbl_TaosWLS,Expr2
Tbl_TaosWLS.OSEWellID,0,dbo,Tbl_TaosWLS,OSEWellID
Tbl_TaosWLS.HoleDepth,0,dbo,Tbl_TaosWLS,HoleDepth
Tbl_TaosWLS.WellDepth,0,dbo,Tbl_TaosWLS,WellDepth
Tbl_TaosWLS.DepthSource,0,dbo,Tbl_TaosWLS,DepthSource
Tbl_TaosWLS.CompletionDate,0,dbo,Tbl_TaosWLS,CompletionDate
Tbl_TaosWLS.CompletionSource,0,dbo,Tbl_TaosWLS,CompletionSource
Tbl_TaosWLS.CasingDiameter,0,dbo,Tbl_TaosWLS,CasingDiameter
Tbl_TaosWLS.CasingDepth,0,dbo,Tbl_TaosWLS,CasingDepth
Tbl_TaosWLS.FormationZone,0,dbo,Tbl_TaosWLS,FormationZone
Tbl_TaosWLS.Status,0,dbo,Tbl_TaosWLS,Status
Tbl_TaosWLS.DataSource,0,dbo,Tbl_TaosWLS,DataSource
Tbl_TaosWLS.Expr3,0,dbo,Tbl_TaosWLS,Expr3
Tbl_TaosWLS.Expr4,0,dbo,Tbl_TaosWLS,Expr4
Tbl_TaosWLS.DateMeasured,0,dbo,Tbl_TaosWLS,DateMeasured
Tbl_TaosWLS.TimeMeasured,0,dbo,Tbl_TaosWLS,TimeMeasured
Tbl_TaosWLS.TimeDatum,0,dbo,Tbl_TaosWLS,TimeDatum
Tbl_TaosWLS.DepthToWaterBGS,0,dbo,Tbl_TaosWLS,DepthToWaterBGS
Tbl_TaosWLS.LevelStatus,0,dbo,Tbl_TaosWLS,LevelStatus
Tbl_TaosWLS.DataQuality,0,dbo,Tbl_TaosWLS,DataQuality
Tbl_TaosWLS.MeasurementMethod,0,dbo,Tbl_TaosWLS,MeasurementMethod
Tbl_TaosWLS.Expr6,0,dbo,Tbl_TaosWLS,Expr6
Tbl_TaosWLS.MeasuringAgency,0,dbo,Tbl_TaosWLS,MeasuringAgency
Tbl_TaosWLS.Expr5,0,dbo,Tbl_TaosWLS,Expr5
Tbl_TaosWSC.LocationId,0,dbo,Tbl_TaosWSC,LocationId
Tbl_TaosWSC.PointID,0,dbo,Tbl_TaosWSC,PointID
Tbl_TaosWSC.Easting,0,dbo,Tbl_TaosWSC,Easting
Tbl_TaosWSC.Northing,0,dbo,Tbl_TaosWSC,Northing
Tbl_TaosWSC.UTMDatum,0,dbo,Tbl_TaosWSC,UTMDatum
Tbl_TaosWSC.Altitude,0,dbo,Tbl_TaosWSC,Altitude
Tbl_TaosWSC.County,0,dbo,Tbl_TaosWSC,County
Tbl_TaosWSC.State,0,dbo,Tbl_TaosWSC,State
Tbl_TaosWSC.PublicRelease,0,dbo,Tbl_TaosWSC,PublicRelease
Tbl_TaosWSC.Expr1,0,dbo,Tbl_TaosWSC,Expr1
Tbl_TaosWSC.WellID,0,dbo,Tbl_TaosWSC,WellID
Tbl_TaosWSC.Expr2,0,dbo,Tbl_TaosWSC,Expr2
Tbl_TaosWSC.OSEWellID,0,dbo,Tbl_TaosWSC,OSEWellID
Tbl_TaosWSC.HoleDepth,0,dbo,Tbl_TaosWSC,HoleDepth
Tbl_TaosWSC.WellDepth,0,dbo,Tbl_TaosWSC,WellDepth
Tbl_TaosWSC.DepthSource,0,dbo,Tbl_TaosWSC,DepthSource
Tbl_TaosWSC.CompletionDate,0,dbo,Tbl_TaosWSC,CompletionDate
Tbl_TaosWSC.CompletionSource,0,dbo,Tbl_TaosWSC,CompletionSource
Tbl_TaosWSC.CasingDiameter,0,dbo,Tbl_TaosWSC,CasingDiameter
Tbl_TaosWSC.CasingDepth,0,dbo,Tbl_TaosWSC,CasingDepth
Tbl_TaosWSC.FormationZone,0,dbo,Tbl_TaosWSC,FormationZone
Tbl_TaosWSC.Status,0,dbo,Tbl_TaosWSC,Status
Tbl_TaosWSC.DataSource,0,dbo,Tbl_TaosWSC,DataSource
Tbl_TaosWSC.Expr3,0,dbo,Tbl_TaosWSC,Expr3
Tbl_TaosWSC.Expr4,0,dbo,Tbl_TaosWSC,Expr4
Tbl_TaosWSC.DateMeasured,0,dbo,Tbl_TaosWSC,DateMeasured
Tbl_TaosWSC.TimeMeasured,0,dbo,Tbl_TaosWSC,TimeMeasured
Tbl_TaosWSC.TimeDatum,0,dbo,Tbl_TaosWSC,TimeDatum
Tbl_TaosWSC.DepthToWaterBGS,0,dbo,Tbl_TaosWSC,DepthToWaterBGS
Tbl_TaosWSC.LevelStatus,0,dbo,Tbl_TaosWSC,LevelStatus
Tbl_TaosWSC.DataQuality,0,dbo,Tbl_TaosWSC,DataQuality
Tbl_TaosWSC.MeasurementMethod,0,dbo,Tbl_TaosWSC,MeasurementMethod
Tbl_TaosWSC.Expr8,0,dbo,Tbl_TaosWSC,Expr8
Tbl_TaosWSC.MeasuringAgency,0,dbo,Tbl_TaosWSC,MeasuringAgency
Tbl_TaosWSC.Expr5,0,dbo,Tbl_TaosWSC,Expr5
Tbl_TaosWSC.Expr6,0,dbo,Tbl_TaosWSC,Expr6
Tbl_TaosWSC.Expr7,0,dbo,Tbl_TaosWSC,Expr7
Tbl_TaosWSC.ScreenBottom,0,dbo,Tbl_TaosWSC,ScreenBottom
Tbl_TaosWSC.ScreenTop,0,dbo,Tbl_TaosWSC,ScreenTop
tblAudit.strguid,0,dbo,tblAudit,strguid
tblAudit.Objectid2,0,dbo,tblAudit,Objectid2
tblAudit.FieldChanged,0,dbo,tblAudit,FieldChanged
tblAudit.FieldChangedFrom,0,dbo,tblAudit,FieldChangedFrom
tblAudit.FieldChangedTo,0,dbo,tblAudit,FieldChangedTo
tblAudit.User,0,dbo,tblAudit,User
tblAudit.DateOfHit,0,dbo,tblAudit,DateOfHit
tblAudit.Form,0,dbo,tblAudit,Form
tblAudit.glblguid,0,dbo,tblAudit,glblguid
tblAudit.SSMA_TimeStamp,0,dbo,tblAudit,SSMA_TimeStamp
TblLoadPDF.OleID,0,dbo,TblLoadPDF,OleID
TblLoadPDF.WellPdf,0,dbo,TblLoadPDF,WellPdf
TblLoadPDF.WellOLE,0,dbo,TblLoadPDF,WellOLE
TblLoadPDF.SurfaceWaterOLE,0,dbo,TblLoadPDF,SurfaceWaterOLE
TblLoadPDF.WeatherOLE,0,dbo,TblLoadPDF,WeatherOLE
TblLoadPDF.AssociatedOLD,0,dbo,TblLoadPDF,AssociatedOLD
Temp_forDTW_bgs.PointID,0,dbo,Temp_forDTW_bgs,PointID
Temp_forDTW_bgs.DateMeasured,0,dbo,Temp_forDTW_bgs,DateMeasured
Temp_forDTW_bgs.DepthToWater,0,dbo,Temp_forDTW_bgs,DepthToWater
Temp_forDTW_bgs.DepthToWaterBGS,0,dbo,Temp_forDTW_bgs,DepthToWaterBGS
Temp_forDTW_bgs.SSMA_TimeStamp,0,dbo,Temp_forDTW_bgs,SSMA_TimeStamp
'TWDB_AllCty_WQSites&ChemUsed$'.ID,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',ID
'TWDB_AllCty_WQSites&ChemUsed$'.AlternateSiteID,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',AlternateSiteID
'TWDB_AllCty_WQSites&ChemUsed$'.Date,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',Date
'TWDB_AllCty_WQSites&ChemUsed$'.CollectionNotes,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',CollectionNotes
'TWDB_AllCty_WQSites&ChemUsed$'.SampleNumber,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',SampleNumber
'TWDB_AllCty_WQSites&ChemUsed$'.ParameterDescription,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',ParameterDescription
'TWDB_AllCty_WQSites&ChemUsed$'.ParameterFlag,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',ParameterFlag
'TWDB_AllCty_WQSites&ChemUsed$'.ParameterValue,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',ParameterValue
'TWDB_AllCty_WQSites&ChemUsed$'.ParameterUnit,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',ParameterUnit
'TWDB_AllCty_WQSites&ChemUsed$'.CollectionRemarks,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',CollectionRemarks
'TWDB_AllCty_WQSites&ChemUsed$'.Aquifer,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',Aquifer
'TWDB_AllCty_WQSites&ChemUsed$'.AquiferCode,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',AquiferCode
'TWDB_AllCty_WQSites&ChemUsed$'.WellDepth,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',WellDepth
'TWDB_AllCty_WQSites&ChemUsed$'.PlusMinus,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',PlusMinus
'TWDB_AllCty_WQSites&ChemUsed$'.LatitudeDD,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',LatitudeDD
'TWDB_AllCty_WQSites&ChemUsed$'.LongitudeDD,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',LongitudeDD
'TWDB_AllCty_WQSites&ChemUsed$'.EntityId,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',EntityId
'TWDB_AllCty_WQSites&ChemUsed$'.LabId,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',LabId
'TWDB_AllCty_WQSites&ChemUsed$'.Time,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',Time
'TWDB_AllCty_WQSites&ChemUsed$'.ReliabilityId,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',ReliabilityId
'TWDB_AllCty_WQSites&ChemUsed$'.ParameterCode,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',ParameterCode
'TWDB_AllCty_WQSites&ChemUsed$'.LocationId,0,dbo,'TWDB_AllCty_WQSites&ChemUsed$',LocationId
USGS_WLs_2018_ForSitesInDB.PointID,0,dbo,USGS_WLs_2018_ForSitesInDB,PointID
USGS_WLs_2018_ForSitesInDB.USGS_Site_ID,0,dbo,USGS_WLs_2018_ForSitesInDB,USGS_Site_ID
USGS_WLs_2018_ForSitesInDB.Formatted_WL_Date,0,dbo,USGS_WLs_2018_ForSitesInDB,Formatted_WL_Date
USGS_WLs_2018_ForSitesInDB.WL_Time,0,dbo,USGS_WLs_2018_ForSitesInDB,WL_Time
USGS_WLs_2018_ForSitesInDB.WL_Time_Datum,0,dbo,USGS_WLs_2018_ForSitesInDB,WL_Time_Datum
USGS_WLs_2018_ForSitesInDB.Time_Datum_Reliability,0,dbo,USGS_WLs_2018_ForSitesInDB,Time_Datum_Reliability
USGS_WLs_2018_ForSitesInDB.Added_day_to_WL_date,0,dbo,USGS_WLs_2018_ForSitesInDB,Added_day_to_WL_date
USGS_WLs_2018_ForSitesInDB.Added_month_day_to_WL_date,0,dbo,USGS_WLs_2018_ForSitesInDB,Added_month_day_to_WL_date
USGS_WLs_2018_ForSitesInDB.WL__BGS_,0,dbo,USGS_WLs_2018_ForSitesInDB,WL__BGS_
USGS_WLs_2018_ForSitesInDB.WL__BMP_,0,dbo,USGS_WLs_2018_ForSitesInDB,WL__BMP_
USGS_WLs_2018_ForSitesInDB.WL_Accy,0,dbo,USGS_WLs_2018_ForSitesInDB,WL_Accy
USGS_WLs_2018_ForSitesInDB.WL_Status,0,dbo,USGS_WLs_2018_ForSitesInDB,WL_Status
USGS_WLs_2018_ForSitesInDB.WL_Method,0,dbo,USGS_WLs_2018_ForSitesInDB,WL_Method
USGS_WLs_2018_ForSitesInDB.ID,0,dbo,USGS_WLs_2018_ForSitesInDB,ID
usgswls.ID,0,dbo,usgswls,ID
usgswls.agency,0,dbo,usgswls,agency
usgswls.usgsno,0,dbo,usgswls,usgsno
usgswls.date,0,dbo,usgswls,date
usgswls.WL,0,dbo,usgswls,WL
usgswls.PointID,0,dbo,usgswls,PointID
view_NGWMN_Lithology.PointID,451,dbo,view_NGWMN_Lithology,PointID
view_NGWMN_Lithology.Lithology,451,dbo,view_NGWMN_Lithology,Lithology
view_NGWMN_Lithology.TERM,451,dbo,view_NGWMN_Lithology,TERM
view_NGWMN_Lithology.StratSource,368,dbo,view_NGWMN_Lithology,StratSource
view_NGWMN_Lithology.StratTop,451,dbo,view_NGWMN_Lithology,StratTop
view_NGWMN_Lithology.StratTopUnit,451,dbo,view_NGWMN_Lithology,StratTopUnit
view_NGWMN_Lithology.StratBottom,451,dbo,view_NGWMN_Lithology,StratBottom
view_NGWMN_Lithology.StratBottomUnit,451,dbo,view_NGWMN_Lithology,StratBottomUnit
view_NGWMN_Lithology.OBJECTID,451,dbo,view_NGWMN_Lithology,OBJECTID
view_NGWMN_WaterLevels.PointID,66264,dbo,view_NGWMN_WaterLevels,PointID
view_NGWMN_WaterLevels.DateMeasured,66264,dbo,view_NGWMN_WaterLevels,DateMeasured
view_NGWMN_WaterLevels.DepthToWaterBGS,65949,dbo,view_NGWMN_WaterLevels,DepthToWaterBGS
view_NGWMN_WaterLevels.WLUnits,66264,dbo,view_NGWMN_WaterLevels,WLUnits
view_NGWMN_WaterLevels.MeasurementMethod,63352,dbo,view_NGWMN_WaterLevels,MeasurementMethod
view_NGWMN_WaterLevels.WLAccuracy,10905,dbo,view_NGWMN_WaterLevels,WLAccuracy
view_NGWMN_WaterLevels.PublicRelease,66264,dbo,view_NGWMN_WaterLevels,PublicRelease
view_NGWMN_WellConstruction.PointID,39323,dbo,view_NGWMN_WellConstruction,PointID
view_NGWMN_WellConstruction.CasingTop,3243,dbo,view_NGWMN_WellConstruction,CasingTop
view_NGWMN_WellConstruction.CasingBottom,3243,dbo,view_NGWMN_WellConstruction,CasingBottom
view_NGWMN_WellConstruction.CasingDepthUnits,3243,dbo,view_NGWMN_WellConstruction,CasingDepthUnits
view_NGWMN_WellConstruction.ScreenTop,3702,dbo,view_NGWMN_WellConstruction,ScreenTop
view_NGWMN_WellConstruction.ScreenBottom,3698,dbo,view_NGWMN_WellConstruction,ScreenBottom
view_NGWMN_WellConstruction.ScreenBottomUnit,3698,dbo,view_NGWMN_WellConstruction,ScreenBottomUnit
view_NGWMN_WellConstruction.ScreenDescription,43,dbo,view_NGWMN_WellConstruction,ScreenDescription
view_NGWMN_WellConstruction.CasingDescription,73,dbo,view_NGWMN_WellConstruction,CasingDescription
view_SITEWATERLEVELS_Date.PointID,0,dbo,view_SITEWATERLEVELS_Date,PointID
view_SITEWATERLEVELS_Date.DateMeasued,0,dbo,view_SITEWATERLEVELS_Date,DateMeasued
view_SITEWATERLEVELS_Date.DepthToWaterBGS,0,dbo,view_SITEWATERLEVELS_Date,DepthToWaterBGS
view_SITEWATERLEVELS_Date.MeasurementMethod,0,dbo,view_SITEWATERLEVELS_Date,MeasurementMethod
view_SITEWATERLEVELS_Date.LevelStatus,0,dbo,view_SITEWATERLEVELS_Date,LevelStatus
view_SITEWATERLEVELS_Date.DataSource,0,dbo,view_SITEWATERLEVELS_Date,DataSource
view_SITEWATERLEVELS_Date.MeasuringAgency,0,dbo,view_SITEWATERLEVELS_Date,MeasuringAgency
WaterLevels.WellID,406136,dbo,WaterLevels,WellID
WaterLevels.PointID,406136,dbo,WaterLevels,PointID
WaterLevels.OBJECTID,406136,dbo,WaterLevels,OBJECTID
WaterLevels.DepthToWater,402178,dbo,WaterLevels,DepthToWater
WaterLevels.DepthToWaterBGS,403598,dbo,WaterLevels,DepthToWaterBGS
WaterLevels.LevelStatus,36110,dbo,WaterLevels,LevelStatus
WaterLevels.DataQuality,334252,dbo,WaterLevels,DataQuality
WaterLevels.MPHeight,399109,dbo,WaterLevels,MPHeight
WaterLevels.MeasurementMethod,406132,dbo,WaterLevels,MeasurementMethod
WaterLevels.MeasuredBy,28589,dbo,WaterLevels,MeasuredBy
WaterLevels.DataSource,403643,dbo,WaterLevels,DataSource
WaterLevels.MeasuringAgency,383025,dbo,WaterLevels,MeasuringAgency
WaterLevels.SiteNotes,78045,dbo,WaterLevels,SiteNotes
WaterLevels.LevelStatement,397,dbo,WaterLevels,LevelStatement
WaterLevels.GlobalID,406136,dbo,WaterLevels,GlobalID
WaterLevels.SSMA_TimeStamp,406136,dbo,WaterLevels,SSMA_TimeStamp
WaterLevels.PublicRelease,406136,dbo,WaterLevels,PublicRelease
WaterLevels.Geometry,0,dbo,WaterLevels,Geometry
WaterLevels.DateMeasured,406136,dbo,WaterLevels,DateMeasured
WaterLevels.TimeMeasured,5684,dbo,WaterLevels,TimeMeasured
WaterLevels.TimeDatum,5617,dbo,WaterLevels,TimeDatum
WaterLevels_archive.WellID,0,dbo,WaterLevels_archive,WellID
WaterLevels_archive.PointID,0,dbo,WaterLevels_archive,PointID
WaterLevels_archive.OBJECTID,0,dbo,WaterLevels_archive,OBJECTID
WaterLevels_archive.DateMeasured_old,0,dbo,WaterLevels_archive,DateMeasured_old
WaterLevels_archive.DepthToWater,0,dbo,WaterLevels_archive,DepthToWater
WaterLevels_archive.DepthToWaterBGS,0,dbo,WaterLevels_archive,DepthToWaterBGS
WaterLevels_archive.LevelStatus,0,dbo,WaterLevels_archive,LevelStatus
WaterLevels_archive.DataQuality,0,dbo,WaterLevels_archive,DataQuality
WaterLevels_archive.MPHeight,0,dbo,WaterLevels_archive,MPHeight
WaterLevels_archive.MeasurementMethod,0,dbo,WaterLevels_archive,MeasurementMethod
WaterLevels_archive.MeasuredBy,0,dbo,WaterLevels_archive,MeasuredBy
WaterLevels_archive.DataSource,0,dbo,WaterLevels_archive,DataSource
WaterLevels_archive.MeasuringAgency,0,dbo,WaterLevels_archive,MeasuringAgency
WaterLevels_archive.SiteNotes,0,dbo,WaterLevels_archive,SiteNotes
WaterLevels_archive.LevelStatement,0,dbo,WaterLevels_archive,LevelStatement
WaterLevels_archive.GlobalID,0,dbo,WaterLevels_archive,GlobalID
WaterLevels_archive.SSMA_TimeStamp,0,dbo,WaterLevels_archive,SSMA_TimeStamp
WaterLevels_archive.PublicRelease,0,dbo,WaterLevels_archive,PublicRelease
WaterLevels_archive.Geometry,0,dbo,WaterLevels_archive,Geometry
WaterLevels_archive.DateMeasured,0,dbo,WaterLevels_archive,DateMeasured
WaterLevels_archive.TimeMeasured,0,dbo,WaterLevels_archive,TimeMeasured
WaterLevels_archive.TimeDatum,0,dbo,WaterLevels_archive,TimeDatum
WaterLevels_bak.WellID,0,dbo,WaterLevels_bak,WellID
WaterLevels_bak.PointID,0,dbo,WaterLevels_bak,PointID
WaterLevels_bak.OBJECTID,0,dbo,WaterLevels_bak,OBJECTID
WaterLevels_bak.DepthToWater,0,dbo,WaterLevels_bak,DepthToWater
WaterLevels_bak.DepthToWaterBGS,0,dbo,WaterLevels_bak,DepthToWaterBGS
WaterLevels_bak.LevelStatus,0,dbo,WaterLevels_bak,LevelStatus
WaterLevels_bak.DataQuality,0,dbo,WaterLevels_bak,DataQuality
WaterLevels_bak.MPHeight,0,dbo,WaterLevels_bak,MPHeight
WaterLevels_bak.MeasurementMethod,0,dbo,WaterLevels_bak,MeasurementMethod
WaterLevels_bak.MeasuredBy,0,dbo,WaterLevels_bak,MeasuredBy
WaterLevels_bak.DataSource,0,dbo,WaterLevels_bak,DataSource
WaterLevels_bak.MeasuringAgency,0,dbo,WaterLevels_bak,MeasuringAgency
WaterLevels_bak.SiteNotes,0,dbo,WaterLevels_bak,SiteNotes
WaterLevels_bak.LevelStatement,0,dbo,WaterLevels_bak,LevelStatement
WaterLevels_bak.GlobalID,0,dbo,WaterLevels_bak,GlobalID
WaterLevels_bak.SSMA_TimeStamp,0,dbo,WaterLevels_bak,SSMA_TimeStamp
WaterLevels_bak.PublicRelease,0,dbo,WaterLevels_bak,PublicRelease
WaterLevels_bak.Geometry,0,dbo,WaterLevels_bak,Geometry
WaterLevels_bak.DateMeasured,0,dbo,WaterLevels_bak,DateMeasured
WaterLevels_bak.TimeMeasured,0,dbo,WaterLevels_bak,TimeMeasured
WaterLevels_bak.TimeDatum,0,dbo,WaterLevels_bak,TimeDatum
WaterLevelsContinuous_Acoustic.GlobalID,485263,dbo,WaterLevelsContinuous_Acoustic,GlobalID
WaterLevelsContinuous_Acoustic.OBJECTID,485263,dbo,WaterLevelsContinuous_Acoustic,OBJECTID
WaterLevelsContinuous_Acoustic.WellID,485263,dbo,WaterLevelsContinuous_Acoustic,WellID
WaterLevelsContinuous_Acoustic.PointID,485263,dbo,WaterLevelsContinuous_Acoustic,PointID
WaterLevelsContinuous_Acoustic.DateMeasured,485263,dbo,WaterLevelsContinuous_Acoustic,DateMeasured
WaterLevelsContinuous_Acoustic.TemperatureAir,480855,dbo,WaterLevelsContinuous_Acoustic,TemperatureAir
WaterLevelsContinuous_Acoustic.DepthToWaterBGS,485263,dbo,WaterLevelsContinuous_Acoustic,DepthToWaterBGS
WaterLevelsContinuous_Acoustic.MeasurementMethod,485263,dbo,WaterLevelsContinuous_Acoustic,MeasurementMethod
WaterLevelsContinuous_Acoustic.DataSource,485263,dbo,WaterLevelsContinuous_Acoustic,DataSource
WaterLevelsContinuous_Acoustic.MeasuringAgency,485263,dbo,WaterLevelsContinuous_Acoustic,MeasuringAgency
WaterLevelsContinuous_Acoustic.Notes,0,dbo,WaterLevelsContinuous_Acoustic,Notes
WaterLevelsContinuous_Acoustic.SerialNo,0,dbo,WaterLevelsContinuous_Acoustic,SerialNo
WaterLevelsContinuous_Acoustic.PreProcessDataField,427350,dbo,WaterLevelsContinuous_Acoustic,PreProcessDataField
WaterLevelsContinuous_Acoustic.ServerReceiptDate,0,dbo,WaterLevelsContinuous_Acoustic,ServerReceiptDate
WaterLevelsContinuous_Acoustic.WellntelReadingType,0,dbo,WaterLevelsContinuous_Acoustic,WellntelReadingType
WaterLevelsContinuous_Acoustic.SensorHgtAboveMP,0,dbo,WaterLevelsContinuous_Acoustic,SensorHgtAboveMP
WaterLevelsContinuous_Acoustic.SpeakerToMicLength,0,dbo,WaterLevelsContinuous_Acoustic,SpeakerToMicLength
WaterLevelsContinuous_Acoustic.PublicRelease,485263,dbo,WaterLevelsContinuous_Acoustic,PublicRelease
WaterLevelsContinuous_Acoustic.Created,485263,dbo,WaterLevelsContinuous_Acoustic,Created
WaterLevelsContinuous_Acoustic.EventID,0,dbo,WaterLevelsContinuous_Acoustic,EventID
WaterLevelsContinuous_Acoustic.ImportID,0,dbo,WaterLevelsContinuous_Acoustic,ImportID
WaterLevelsContinuous_Acoustic_Daily.GlobalID,0,dbo,WaterLevelsContinuous_Acoustic_Daily,GlobalID
WaterLevelsContinuous_Acoustic_Daily.OBJECTID,0,dbo,WaterLevelsContinuous_Acoustic_Daily,OBJECTID
WaterLevelsContinuous_Acoustic_Daily.WellID,0,dbo,WaterLevelsContinuous_Acoustic_Daily,WellID
WaterLevelsContinuous_Acoustic_Daily.PointID,0,dbo,WaterLevelsContinuous_Acoustic_Daily,PointID
WaterLevelsContinuous_Acoustic_Daily.DateMeasured,0,dbo,WaterLevelsContinuous_Acoustic_Daily,DateMeasured
WaterLevelsContinuous_Acoustic_Daily.TemperatureAir,0,dbo,WaterLevelsContinuous_Acoustic_Daily,TemperatureAir
WaterLevelsContinuous_Acoustic_Daily.DepthToWaterBGS,0,dbo,WaterLevelsContinuous_Acoustic_Daily,DepthToWaterBGS
WaterLevelsContinuous_Acoustic_Daily.MeasurementMethod,0,dbo,WaterLevelsContinuous_Acoustic_Daily,MeasurementMethod
WaterLevelsContinuous_Acoustic_Daily.DataSource,0,dbo,WaterLevelsContinuous_Acoustic_Daily,DataSource
WaterLevelsContinuous_Acoustic_Daily.MeasuringAgency,0,dbo,WaterLevelsContinuous_Acoustic_Daily,MeasuringAgency
WaterLevelsContinuous_Acoustic_Daily.Notes,0,dbo,WaterLevelsContinuous_Acoustic_Daily,Notes
WaterLevelsContinuous_Acoustic_Daily.SerialNo,0,dbo,WaterLevelsContinuous_Acoustic_Daily,SerialNo
WaterLevelsContinuous_Acoustic_Daily.PreProcessDataField,0,dbo,WaterLevelsContinuous_Acoustic_Daily,PreProcessDataField
WaterLevelsContinuous_Acoustic_Daily.ServerReceiptDate,0,dbo,WaterLevelsContinuous_Acoustic_Daily,ServerReceiptDate
WaterLevelsContinuous_Acoustic_Daily.WellntelReadingType,0,dbo,WaterLevelsContinuous_Acoustic_Daily,WellntelReadingType
WaterLevelsContinuous_Acoustic_Daily.SensorHgtAboveMP,0,dbo,WaterLevelsContinuous_Acoustic_Daily,SensorHgtAboveMP
WaterLevelsContinuous_Acoustic_Daily.SpeakerToMicLength,0,dbo,WaterLevelsContinuous_Acoustic_Daily,SpeakerToMicLength
WaterLevelsContinuous_Acoustic_Daily.PublicRelease,0,dbo,WaterLevelsContinuous_Acoustic_Daily,PublicRelease
WaterLevelsContinuous_Acoustic_Daily.Created,0,dbo,WaterLevelsContinuous_Acoustic_Daily,Created
WaterLevelsContinuous_Acoustic_Daily.EventID,0,dbo,WaterLevelsContinuous_Acoustic_Daily,EventID
WaterLevelsContinuous_Acoustic_Daily.ImportID,0,dbo,WaterLevelsContinuous_Acoustic_Daily,ImportID
WaterLevelsContinuous_Pressure.GlobalID,2540888,dbo,WaterLevelsContinuous_Pressure,GlobalID
WaterLevelsContinuous_Pressure.OBJECTID,2540888,dbo,WaterLevelsContinuous_Pressure,OBJECTID
WaterLevelsContinuous_Pressure.WellID,2540888,dbo,WaterLevelsContinuous_Pressure,WellID
WaterLevelsContinuous_Pressure.PointID,2540888,dbo,WaterLevelsContinuous_Pressure,PointID
WaterLevelsContinuous_Pressure.DateMeasured,2540888,dbo,WaterLevelsContinuous_Pressure,DateMeasured
WaterLevelsContinuous_Pressure.TemperatureWater,2540888,dbo,WaterLevelsContinuous_Pressure,TemperatureWater
WaterLevelsContinuous_Pressure.WaterHead,2540888,dbo,WaterLevelsContinuous_Pressure,WaterHead
WaterLevelsContinuous_Pressure.WaterHeadAdjusted,2540888,dbo,WaterLevelsContinuous_Pressure,WaterHeadAdjusted
WaterLevelsContinuous_Pressure.DepthToWaterBGS,2540888,dbo,WaterLevelsContinuous_Pressure,DepthToWaterBGS
WaterLevelsContinuous_Pressure.MeasurementMethod,2540888,dbo,WaterLevelsContinuous_Pressure,MeasurementMethod
WaterLevelsContinuous_Pressure.DataSource,2540888,dbo,WaterLevelsContinuous_Pressure,DataSource
WaterLevelsContinuous_Pressure.MeasuringAgency,2540888,dbo,WaterLevelsContinuous_Pressure,MeasuringAgency
