model|input_count|cleaned_count|transferred|issue_percentage
Well|38541|5000|4784|4.32
PointID|Table|Field|Error
EB-410|WellData|FormationZone|Unknown formation: 121TSUQs
EB-415|WellData|FormationZone|Unknown formation: 121TSUQs
EB-416|WellData|FormationZone|Unknown formation: 121TSUQacuf
EB-417|WellData|FormationZone|Unknown formation: 121TSUQa
EB-418|WellData|FormationZone|Unknown formation: 112ANCH/121TSUQa
EB-419|WellData|FormationZone|Unknown formation: 121TSUQae
EB-422|WellData|FormationZone|Unknown formation: 121TSUQa/112ANCH
EB-423|WellData|FormationZone|Unknown formation: 121TSUQa/123ESPN
EB-426|WellData|FormationZone|Unknown formation: 121TSUQa/112ANCH
EB-427|WellData|FormationZone|Unknown formation: 121TSUQa
EB-429|WellData|FormationZone|Unknown formation: 121TSUQs
EB-430|WellData|FormationZone|Unknown formation: 121TSUQa
EB-432|WellData|FormationZone|Unknown formation: 121TSUQae
EB-434|WellData|FormationZone|Unknown formation: 121TSUQs
EB-436|WellData|FormationZone|Unknown formation: 121TSUQa/112ANCH
EB-437|WellData|FormationZone|Unknown formation: 121TSUQae
EB-442|WellData|FormationZone|Unknown formation: 121TSUQe
EB-451|WellData|FormationZone|Unknown formation: 121TSUQae
EB-455|WellData|FormationZone|Unknown formation: 121TSUQs
EB-456|WellData|FormationZone|Unknown formation: 112ANCH/231CHNL
EB-459|WellData|FormationZone|Unknown formation: 121TSUQs
EB-460|WellData|FormationZone|Unknown formation: 112ANCHsr
EB-461|WellData|FormationZone|Unknown formation: 318ABO/325MDER
EB-463|WellData|FormationZone|Unknown formation: 121TSUQa
EB-464|WellData|FormationZone|Unknown formation: 121TSUQs
EB-465|WellData|FormationZone|Unknown formation: 123ESPN/112ANCH
EB-466|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-467|WellData|FormationZone|Unknown formation: 121TSUQs
EB-470|WellData|FormationZone|Unknown formation: 121TSUQsa
EB-471|WellData|FormationZone|Unknown formation: 325MDER/400EMBD
EB-472|WellData|FormationZone|Unknown formation: 121TSUQs
EB-473|WellData|FormationZone|Unknown formation: 121TSUQs
EB-474|WellData|FormationZone|Unknown formation: 121TSUQs
EB-475|WellData|FormationZone|Unknown formation: 121TSUQs
EB-476|WellData|FormationZone|Unknown formation: 121TSUQs
EB-477|WellData|FormationZone|Unknown formation: 121TSUQs
EB-478|WellData|FormationZone|Unknown formation: 121CHMTv
EB-479|WellData|FormationZone|Unknown formation: 121CHMTv
EB-480|WellData|FormationZone|Unknown formation: 121CHMTv
EB-481|WellData|FormationZone|Unknown formation: 121CHMTv
EB-482|WellData|FormationZone|Unknown formation: 121TSUQacuf
EB-483|WellData|FormationZone|Unknown formation: 121TSUQacuf/121TSUQce
EB-484|WellData|FormationZone|Unknown formation: 121CHMTv
EB-485|WellData|FormationZone|Unknown formation: 121CHMTv
EB-486|WellData|FormationZone|Unknown formation: 121TSUQacuf/121TSUQce
EB-487|WellData|FormationZone|Unknown formation: 121TSUQsa
EB-488|WellData|FormationZone|Unknown formation: 121TSUQsf/121TSUQacu
EB-489|WellData|FormationZone|Unknown formation: 121TSUQacu/121TSUQsf
EB-490|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-505|WellData|FormationZone|Unknown formation: 121TSUQs
EB-506|WellData|FormationZone|Unknown formation: 121TSUQa
EB-507|WellData|FormationZone|Unknown formation: 121TSUQs
EB-508|WellData|FormationZone|Unknown formation: 121TSUQs
EB-512|WellData|FormationZone|Unknown formation: 121TSUQs
EB-513|WellData|FormationZone|Unknown formation: 121TSUQs
EB-514|WellData|FormationZone|Unknown formation: 121TSUQa
EB-515|WellData|FormationZone|Unknown formation: 121TSUQs
EB-516|WellData|FormationZone|Unknown formation: 121TSUQs
EB-518|WellData|FormationZone|Unknown formation: 121TSUQa
EB-519|WellData|FormationZone|Unknown formation: 121TSUQa
EB-520|WellData|FormationZone|Unknown formation: 121TSUQa
EB-522|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-523|WellData|FormationZone|Unknown formation: 121TSUQa
EB-525|WellData|FormationZone|Unknown formation: 121TSUQs
EB-528|WellData|FormationZone|Unknown formation: 121TSUQs
EB-529|WellData|FormationZone|Unknown formation: 121TSUQs
EB-530|WellData|FormationZone|Unknown formation: 121TSUQs
EB-531|WellData|FormationZone|Unknown formation: 121TSUQa
EB-534|WellData|FormationZone|Unknown formation: 110ALVM/210CRCS
EB-535|WellData|FormationZone|Unknown formation: 121TSUQs
EB-537|WellData|FormationZone|Unknown formation: 121TSUQs
EB-538|WellData|FormationZone|Unknown formation: 121TSUQa
EB-539|WellData|FormationZone|Unknown formation: 112ANCH/121TSUQ
EB-540|WellData|FormationZone|Unknown formation: 121TSUQa
EB-541|WellData|FormationZone|Unknown formation: 121TSUQs
EB-542|WellData|FormationZone|Unknown formation: 121TSUQs
EB-543|WellData|FormationZone|Unknown formation: 121TSUQbfl
EB-544|WellData|FormationZone|Unknown formation: 121TSUQs
EB-545|WellData|FormationZone|Unknown formation: 121TSUQs
EB-546|WellData|FormationZone|Unknown formation: 121TSUQs
EB-547|WellData|FormationZone|Unknown formation: 121TSUQs
EB-548|WellData|FormationZone|Unknown formation: 121TSUQs
EB-549|WellData|FormationZone|Unknown formation: 123ESPN/400EMBD
EB-550|WellData|FormationZone|Unknown formation: 121TSUQs
EB-551|WellData|FormationZone|Unknown formation: 121TSUQs
EB-552|WellData|FormationZone|Unknown formation: 121TSUQs
EB-553|WellData|FormationZone|Unknown formation: 121TSUQs
EB-554|WellData|FormationZone|Unknown formation: 121TSUQs
EB-555|WellData|FormationZone|Unknown formation: 121TSUQs
EB-556|WellData|FormationZone|Unknown formation: 121TSUQs
EB-557|WellData|FormationZone|Unknown formation: 121TSUQs
EB-558|WellData|FormationZone|Unknown formation: 121TSUQs
EB-559|WellData|FormationZone|Unknown formation: 121TSUQs
EB-560|WellData|FormationZone|Unknown formation: 121TSUQs
EB-561|WellData|FormationZone|Unknown formation: 121TSUQs
EB-562|WellData|FormationZone|Unknown formation: 121TSUQs
EB-563|WellData|FormationZone|Unknown formation: 121TSUQa
EB-564|WellData|FormationZone|Unknown formation: 121TSUQa
EB-565|WellData|FormationZone|Unknown formation: 121TSUQa
EB-566|WellData|FormationZone|Unknown formation: 121TSUQa
EB-567|WellData|FormationZone|Unknown formation: 121TSUQa
EB-568|WellData|FormationZone|Unknown formation: 121TSUQa
EB-569|WellData|FormationZone|Unknown formation: 121TSUQs
EB-570|WellData|FormationZone|Unknown formation: 121TSUQa
EB-572|WellData|FormationZone|Unknown formation: 121TSUQa
EB-573|WellData|FormationZone|Unknown formation: 121TSUQs
EB-574|WellData|FormationZone|Unknown formation: 112ANCH/123ESPN
EB-575|WellData|FormationZone|Unknown formation: 121TSUQa
EB-576|WellData|FormationZone|Unknown formation: 121TSUQa
EB-578|WellData|FormationZone|Unknown formation: 121TSUQs
EB-579|WellData|FormationZone|Unknown formation: 121TSUQs
EB-582|WellData|FormationZone|Unknown formation: 121TSUQs
EB-583|WellData|FormationZone|Unknown formation: 121TSUQs
EB-584|WellData|FormationZone|Unknown formation: 121TSUQs
EB-585|WellData|FormationZone|Unknown formation: 121TSUQs
EB-586|WellData|FormationZone|Unknown formation: 121TSUQs
EB-587|WellData|FormationZone|Unknown formation: 121TSUQs
EB-588|WellData|FormationZone|Unknown formation: 121TSUQs
EB-589|WellData|FormationZone|Unknown formation: 121TSUQs
EB-590|WellData|FormationZone|Unknown formation: 121TSUQs
EB-591|WellData|FormationZone|Unknown formation: 121TSUQs
EB-592|WellData|FormationZone|Unknown formation: 121TSUQs
EB-593|WellData|FormationZone|Unknown formation: 121TSUQs
EB-596|WellData|FormationZone|Unknown formation: 121TSUQs
EB-597|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-598|WellData|FormationZone|Unknown formation: 121TSUQs
EB-599|WellData|FormationZone|Unknown formation: 121TSUQs
EB-600|WellData|FormationZone|Unknown formation: 121TSUQs
EB-601|WellData|FormationZone|Unknown formation: 121TSUQs
EB-602|WellData|FormationZone|Unknown formation: 121TSUQs
EB-603|WellData|FormationZone|Unknown formation: 121TSUQs
EB-604|WellData|FormationZone|Unknown formation: 121TSUQs
EB-606|WellData|FormationZone|Unknown formation: 121TSUQae
EB-607|WellData|FormationZone|Unknown formation: 112ANCH/121TSUQa
EB-608|WellData|FormationZone|Unknown formation: 121TSUQs
EB-609|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-610|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-611|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-615|WellData|FormationZone|Unknown formation: 121TSUQs
EB-617|WellData|FormationZone|Unknown formation: 121TSUQs
EB-619|WellData|FormationZone|Unknown formation: 121TSUQs
EB-625|WellData|FormationZone|Unknown formation: 121TSUQb
EB-626|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-627|WellData|FormationZone|Unknown formation: 121TSUQsa
EB-628|WellData|FormationZone|Unknown formation: 121TSUQacu
EB-629|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-630|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-631|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-632|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-633|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-634|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-635|WellData|FormationZone|Unknown formation: 121TSUQa
EB-636|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-637|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-638|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-639|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-640|WellData|FormationZone|Unknown formation: 112ANCH/123GLST
EB-641|WellData|FormationZone|Unknown formation: 121TSUQs
EB-642|WellData|FormationZone|Unknown formation: 121TSUQsf
EB-643|WellData|FormationZone|Unknown formation: 121TSUQs
EB-645|WellData|FormationZone|Unknown formation: 121TSUQs
EB-646|WellData|FormationZone|Unknown formation: 121TSUQs
EB-649|WellData|FormationZone|Unknown formation: 121TSUQa
EB-650|WellData|FormationZone|Unknown formation: 121TSUQa
EB-651|WellData|FormationZone|Unknown formation: 121TSUQa
EB-655|WellData|FormationZone|Unknown formation: 121TSUQs
EB-658|WellData|FormationZone|Unknown formation: 121TSUQs
EB-659|WellData|FormationZone|Unknown formation: 121TSUQs
EB-660|WellData|FormationZone|Unknown formation: 121TSUQs
EB-661|WellData|FormationZone|Unknown formation: 121TSUQs
EB-662|WellData|FormationZone|Unknown formation: 121TSUQs
EB-663|WellData|FormationZone|Unknown formation: 121TSUQs
EB-664|WellData|FormationZone|Unknown formation: 121TSUQs
EB-665|WellData|FormationZone|Unknown formation: 121TSUQs
EB-666|WellData|FormationZone|Unknown formation: 121TSUQs
EB-667|WellData|FormationZone|Unknown formation: 121TSUQs
EB-668|WellData|FormationZone|Unknown formation: 121TSUQs
EB-671|WellData|FormationZone|Unknown formation: 121TSUQs
EB-672|WellData|FormationZone|Unknown formation: 121TSUQs
EB-673|WellData|FormationZone|Unknown formation: 121TSUQs
EB-674|WellData|FormationZone|Unknown formation: 121TSUQa/400EMBD
EB-675|WellData|FormationZone|Unknown formation: 121TSUQae
EB-677|WellData|FormationZone|Unknown formation: 112ANCH/325SAND
EB-687|WellData|FormationZone|Unknown formation: 121TSUQs
EB-688|WellData|FormationZone|Unknown formation: 121TSUQs
EB-689|WellData|FormationZone|Unknown formation: 121TSUQs
EB-691|WellData|FormationZone|Unknown formation: 112ANCH/120IRSV
ED-0088|WellData|FormationZone|Unknown formation: 110ALVM/313CKBF
ED-0181|WellData|FormationZone|Unknown formation: 312CSTL/312RSLR/313CLBD
ED-0182|WellData|FormationZone|Unknown formation: 312CSTL/312RSLR
ED-0186|WellData|FormationZone|Unknown formation: 312CSTL/312RSLR/313CLBD
ED-0196|WellData|FormationZone|Unknown formation: 313CLBD/312RSLR
ED-0198|WellData|FormationZone|Unknown formation: 313CLBD/312RSLR
ED-0199|WellData|FormationZone|Unknown formation: 313CLBD/312RSLR
ED-0202|WellData|FormationZone|Unknown formation: 110ALVM/313CLBD
ED-0209|WellData|FormationZone|Unknown formation: 110ALVM/312RSLR
ED-0235|WellData|FormationZone|Unknown formation: 110ALVM/312RSLR
ED-0247|WellData|FormationZone|Unknown formation: 110ALVM/312RSLR
ED-0309|WellData|FormationZone|Unknown formation: 110ALVM/312RSLR
ED-0337|WellData|FormationZone|Unknown formation: 312CSTL/312RSLR
ED-0352|WellData|FormationZone|Unknown formation: 312CSTL/312RSLR
ED-0354|WellData|FormationZone|Unknown formation: 312CSTL/312RSLR/110ALVM

WellScreen|3714|1578|1568|0.6337135614702154
PointID|Table|Field|Error
EB-029|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
AR-0061|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
NM-27235|WellScreens|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, screen_depth_bottom must be greater than screen_depth_top', 'input': {'thing_id': 4404, 'screen_depth_top': 785.0, 'screen_depth_bottom': 705.0, 'screen_description': None, 'release_status': 'draft', 'nma_pk_wellscreens': 'AC021C70-C74E-4018-BF1D-71EC2C622DD3'}, 'ctx': {'error': ValueError('screen_depth_bottom must be greater than screen_depth_top')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
EB-394|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
AR-0067|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
EB-394|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
NM-00253|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
NM-02481|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
EB-096|WellScreens|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, screen_depth_bottom must be greater than screen_depth_top', 'input': {'thing_id': 898, 'screen_depth_top': 492.0, 'screen_depth_bottom': 477.0, 'screen_description': None, 'release_status': 'draft', 'nma_pk_wellscreens': 'E5DCC05B-29F6-469B-8CA2-CF8443833CC1'}, 'ctx': {'error': ValueError('screen_depth_bottom must be greater than screen_depth_top')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
HS-063|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]

ThingGeologicFormationAssociation|4377|1874|524|72.03842049092849
PointID|Table|Field|Error
AR-0209|||Missing UnitIdentifier

NMA_Stratigraphy|4377|1874|1874|0.0
PointID|Table|Field|Error

AssociatedData|43|43|0|100.0
PointID|Table|Field|Error

Group|57|57|57|0.0
PointID|Table|Field|Error

SurfaceWaterPhotos|694|694|694|0.0
PointID|Table|Field|Error

Soil_Rock_Results|19|19|0|100.0
PointID|Table|Field|Error

NMA_SurfaceWaterData|1100|1100|0|100.0
PointID|Table|Field|Error

HydraulicsData|288|283|283|0.0
PointID|Table|Field|Error

Chemistry_SampleInfo|11442|6633|6633|0.0
PointID|Table|Field|Error

MinorTraceChemistry|108361|54753|54753|0.0
PointID|Table|Field|Error

Sensor|981|237|119|49.789029535864984
PointID|Table|Field|Error
BC-0166|Equipment|RecordingInterval|Estimated recording interval=11 hour. Is this correct?
CZ-0003|Equipment|RecordingInterval|name=1067, row.SerialNo=1JY314D6/36513VZ6. error=Could not estimate recording interval. estimator error: No measurements found for PointID: CZ-0003
EB-220|Equipment|RecordingInterval|Estimated recording interval=12 hour. Is this correct?
EB-220|Equipment|RecordingInterval|Estimated recording interval=12 hour. Is this correct?
EB-220|Equipment|RecordingInterval|Estimated recording interval=12 hour. Is this correct?
HS-019|Equipment|RecordingInterval|Estimated recording interval=0 second. Is this correct?
HS-037|Equipment|RecordingInterval|Estimated recording interval=3 hour. Is this correct?
HS-038|Equipment|RecordingInterval|Estimated recording interval=12 hour. Is this correct?
HS-038|Equipment|RecordingInterval|Estimated recording interval=12 hour. Is this correct?
MG-038|Equipment|RecordingInterval|Estimated recording interval=12 hour. Is this correct?
NM-26614|Equipment|RecordingInterval|Estimated recording interval=12 hour. Is this correct?

